wallet_id,score,tx_count,defi_interactions,account_age_days,tx_frequency,balance_eth,is_active
0x0795732aacc448030ef374374eaae57d2965c16c,531,6,0,0.02277777777777778,263.4146341463414,0.0,1
0x13b1c8b0e696aff8b4fee742119b549b605f3cbc,360,0,0,0.0,0.0,0.0,0
0x124853fecb522c57d9bd5c21231058696ca6d596,531,6,0,0.023055555555555555,260.2409638554217,0.0,1
0x111c7208a7e2af345d36b6d4aace8740d61a3078,360,0,0,0.0,0.0,0.0,0
0x06b51c6882b27cb05e712185531c1f74996dd988,360,0,0,0.0,0.0,0.0,0
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,360,0,0,0.0,0.0,0.0,0
0x0fe383e5abc200055a7f391f94a5f5d1f844b9ae,360,0,0,0.0,0.0,0.0,0
0x104ae61d8d487ad689969a17807ddc338b445416,360,0,0,0.0,0.0,0.0,0
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,516,265,0,117.01118055555555,2.264740845633816,0.0,1
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,408,2135,0,2927.348136574074,0.729329037884311,0.0,1
0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,419,8,0,21.695219907407406,0.36874482186136115,0.0,1
0x2844658bf341db96aa247259824f42025e3bcec2,518,6,0,0.6747337962962963,8.89239583512016,0.0,1
0x19df3e87f73c4aaf4809295561465b993e102668,335,34,0,2125.340150462963,0.01599743927699939,0.0,1
0x1ab2ccad4fc97c9968ea87d4435326715be32872,360,0,0,0.0,0.0,0.0,0
0x1e43dacdcf863676a6bec8f7d6896d6252fac669,360,0,0,0.0,0.0,0.0,0
0x22d7510588d90ed5a87e0f838391aaafa707c34b,380,2,0,56.50681712962963,0.03539395955379851,0.0,1
0x24b3460622d835c56d9a4fe352966b9bdc6c20af,360,0,0,0.0,0.0,0.0,0
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,360,0,0,0.0,0.0,0.0,0
0x1c1b30ca93ef57452d53885d97a74f61daf2bf4f,808,115,16,264.25111111111113,0.43519211524391777,0.0,1
0x27f72a000d8e9f324583f3a3491ea66998275b28,360,0,0,0.0,0.0,0.0,0
0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,535,7,0,0.006400462962962963,1093.6708860759493,0.0,1
0x330513970efd9e8dd606275fb4c50378989b3204,740,183,23,1554.5065972222221,0.11772224082355535,0.0,1
0x3867d222ba91236ad4d12c31056626f9e798629c,531,6,0,0.012002314814814815,499.9035679845709,0.0,1
0x3361bea43c2f5f963f81ac70f64e6fba1f1d2a97,360,0,0,0.0,0.0,0.0,0
0x3a44be4581137019f83021eeee72b7dc57756069,516,3,0,0.0032523148148148147,922.4199288256228,0.0,1
0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,476,3,0,0.4510763888888889,6.650758217227311,0.0,1
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,360,0,0,0.0,0.0,0.0,0
0x4814be124d7fe3b240eb46061f7ddfab468fe122,360,0,0,0.0,0.0,0.0,0
0x4c4d05fe859279c91b074429b5fc451182cec745,360,0,0,0.0,0.0,0.0,0
0x4839e666e2baf12a51bf004392b35972eeddeabf,360,0,0,0.0,0.0,0.0,0
0x4db0a72edb5ea6c55df929f76e7d5bb14e389860,535,7,0,0.00832175925925926,841.1682892906815,0.0,1
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,360,0,0,0.0,0.0,0.0,0
0x56cc2bffcb3f86a30c492f9d1a671a1f744d1d2f,307,8,0,675.6536805555555,0.011840385437435949,0.0,1
0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,377,5,0,187.46498842592592,0.02667164702050846,0.0,1
0x4e61251336c32e4fe6bfd5fab014846599321389,516,3,0,0.0434837962962963,68.99121639606068,0.0,1
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,360,0,0,0.0,0.0,0.0,0
0x56ba823641bfc317afc8459bf27feed6eb9ff59f,397,4,0,39.35228009259259,0.10164595267639734,0.0,1
0x54e19653be9d4143b08994906be0e27555e8834d,552,14,0,0.03207175925925926,436.52111151208953,0.0,1
0x578cea5f899b0dfbf05c7fbcfda1a644b2a47787,360,0,0,0.0,0.0,0.0,0
0x58c2a9099a03750e9842d3e9a7780cdd6aa70b86,360,0,0,0.0,0.0,0.0,0
0x5e324b4a564512ea7c93088dba2f8c1bf046a3eb,516,3,0,0.0038888888888888888,771.4285714285714,0.0,1
0x58d68d4bcf9725e40353379cec92b90332561683,559,47,9,1510.1878125,0.031121956892365,0.0,1
0x612a3500559be7be7703de6dc397afb541a16f7f,475,188,3,611.019537037037,0.3076824693882159,0.0,1
0x623af911f493747c216ad389c7805a37019c662d,377,68,1,2394.8015162037036,0.02839483754286043,0.0,1
0x767055590c73b7d2aaa6219da13807c493f91a20,531,6,0,0.0019675925925925924,3049.4117647058824,0.0,1
0x6a2752a534faacaaa153bffbb973dd84e0e5497b,360,0,0,0.0,0.0,0.0,0
0x70c1864282599a762c674dd9d567b37e13bce755,360,0,0,0.0,0.0,0.0,0
0x6e355417f7f56e7927d1cd971f0b5a1e6d538487,360,0,0,0.0,0.0,0.0,0
0x6d69ca3711e504658977367e13c300ab198379f1,360,0,0,0.0,0.0,0.0,0
0x70d8e4ab175dfe0eab4e9a7f33e0a2d19f44001e,360,0,0,0.0,0.0,0.0,0
0x7399dbeebe2f88bc6ac4e3fd7ddb836a4bce322f,360,0,0,0.0,0.0,0.0,0
0x7851bdfb64bbecfb40c030d722a1f147dff5db6a,414,12,0,94.37864583333334,0.12714740600528676,0.0,1
0x7b57dbe2f2e4912a29754ff3e412ed9507fd8957,508,11,0,1.5936458333333334,6.9024119223478655,0.0,1
0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,531,6,0,0.021828703703703704,274.86744432661715,0.0,1
0x7b4636320daa0bc055368a4f9b9d01bd8ac51877,360,0,0,0.0,0.0,0.0,0
0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,535,7,0,0.008946759259259258,782.4062095730919,0.0,1
0x7de76a449cf60ea3e111ff18b28e516d89532152,360,0,0,0.0,0.0,0.0,0
0x83ea74c67d393c6894c34c464657bda2183a2f1a,409,4,0,5.958946759259259,0.6712595634093615,0.0,1
0x7f5e6a28afc9fb0aaf4259d4ff69991b88ebea47,360,0,0,0.0,0.0,0.0,0
0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,306,11,0,771.1769560185185,0.014263911692578965,0.0,1
0x854a873b8f9bfac36a5eb9c648e285a095a7478d,360,0,0,0.0,0.0,0.0,0
0x8441fecef5cc6f697be2c4fc4a36feacede8df67,360,0,0,0.0,0.0,0.0,0
0x8aaece100580b749a20f8ce30338c4e0770b65ed,535,7,0,0.013645833333333333,512.9770992366413,0.0,1
0x8d900f213db5205c529aaba5d10e71a0ed2646db,453,22,0,20.451157407407408,1.0757337377899014,0.0,1
0x880a0af12da55df1197f41697c1a1b61670ed410,360,0,0,0.0,0.0,0.0,0
0x91919344c1dad09772d19ad8ad4f1bcd29c51f27,441,6,0,2.4069791666666664,2.4927511143809236,0.0,1
0x8be38ea2b22b706aef313c2de81f7d179024dd30,360,0,0,0.0,0.0,0.0,0
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,403,74,2,1514.5042592592592,0.048860872821970956,0.0,1
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,360,0,0,0.0,0.0,0.0,0
0x9e6ec4e98793970a1307262ba68d37594e58cd78,539,192,0,49.24409722222222,3.898944458938254,0.0,1
0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,360,0,0,0.0,0.0,0.0,0
0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,360,0,0,0.0,0.0,0.0,0
0x9a363adc5d382c04d36b09158286328f75672098,360,0,0,0.0,0.0,0.0,0
0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,360,0,0,0.0,0.0,0.0,0
0xa7e94d933eb0c439dda357f61244a485246e97b8,409,4,0,6.591435185185185,0.60684811237928,0.0,1
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,765,1062,37,2283.103599537037,0.46515628997972325,0.0,1
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,474,13,0,3.487650462962963,3.727437751590433,0.0,1
0xa98dc64bb42575efec7d1e4560c029231ce5da51,360,0,0,0.0,0.0,0.0,0
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,822,219,37,304.70100694444443,0.7187373687935658,0.0,1
0xb57297c5d02def954794e593db93d0a302e43e5c,360,0,0,0.0,0.0,0.0,0
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,360,0,0,0.0,0.0,0.0,0
0xc179d55f7e00e789915760f7d260a1bf6285278b,360,0,0,0.0,0.0,0.0,0
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,360,0,0,0.0,0.0,0.0,0
0xbd4a00764217c13a246f86db58d74541a0c3972a,763,715,18,2306.2703935185186,0.310024358813007,0.0,1
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,404,4,0,13.636793981481482,0.29332407642382274,0.0,1
0xcf0033bf27804640e5339e06443e208db5870dd2,535,7,0,0.37806712962962963,18.515230368896372,0.0,1
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,543,10,0,0.0687962962962963,145.35666218034993,0.0,1
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,516,3,0,0.017106481481481483,175.3721244925575,0.0,1
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,360,0,0,0.0,0.0,0.0,0
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,302,6,0,669.1373726851851,0.00896676862618294,0.0,1
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,360,0,0,0.0,0.0,0.0,0
0xf10fd8921019615a856c1e95c7cd3632de34edc4,727,112,20,1384.9078703703703,0.0808718055519805,0.0,1
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,360,0,0,0.0,0.0,0.0,0
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,360,0,0,0.0,0.0,0.0,0
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,360,0,0,0.0,0.0,0.0,0
0xebb8629e8a3ec86cf90cb7600264415640834483,418,11,0,59.81809027777778,0.1838908589177489,0.0,1
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,765,797,31,1710.8758449074073,0.4658432710779979,0.0,1
0xf54f36bca969800fd7d63a68029561309938c09b,516,3,0,0.00636574074074074,471.2727272727273,0.0,1
0xf60304b534f74977e159b2e159e135475c245526,451,29,0,44.36253472222222,0.6537047574396877,0.0,1
0xf67e8e5805835465f7eba988259db882ab726800,400,3,0,7.0886458333333335,0.4232120027626339,0.0,1
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,389,10,0,214.46900462962964,0.04662678421653133,0.0,1
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,531,6,0,0.28866898148148146,20.785052724429654,0.0,1
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,516,3,0,0.0028125,1066.6666666666667,0.0,1
